loc_rowid,kepid,kepoi_name,kepler_name,Exo status,Orbital period,impact parameter,transit duration,radii(planet),orbit semi major,temperature,star temp,star radii,star mass
1516,6292162,K01125.01,,FALSE POSITIVE,7.814839231,0.945,3.0122,5.33,0.0771,903,5887,0.931,0.998
1517,6307521,K01126.01,,FALSE POSITIVE,29.7452499,0.941,22.695,3.6,0.1792,557,5334,1.004,0.865
1518,6307521,K01126.02,,FALSE POSITIVE,475.91706,1.222,22.86,28.22,1.1377,221,5334,1.004,0.865
1519,6359320,K01127.01,Kepler-269 b,CONFIRMED,5.32667299,0.043,3.4045,2.26,0.0601,1007,5831,0.921,1.016
1520,6359320,K01127.02,Kepler-269 c,CONFIRMED,8.1280933,0.357,3.727,1.39,0.0796,875,5831,0.921,1.016
1521,6359320,K01127.03,,CANDIDATE,2.83668931,0.33,3.031,1.19,0.0395,1242,5831,0.921,1.016
1522,6362874,K01128.01,Kepler-775 b,CONFIRMED,0.974868896,0.12,1.6191,1.16,0.0187,1612,5487,0.832,0.924
1523,6272413,K01129.01,Kepler-776 b,CONFIRMED,4.89721006,0.66,1.812,1.48,0.0523,904,5093,0.847,0.794
1524,8279765,K01130.01,,FALSE POSITIVE,2.757794163,0.8,2.7644,20.05,0.0378,1231,5747,0.891,0.948
1525,8435247,K01131.01,,CANDIDATE,0.696125302,1.219,2.0054,28.44,0.0133,1645,5245,0.674,0.652
1526,8330548,K01132.01,,FALSE POSITIVE,1.914158508,0.942,3.2917,13.63,0.0318,1646,6289,1.118,1.164
1527,8374494,K01133.01,,FALSE POSITIVE,5.251916208,1.256,4.9095,37.15,0.0575,952,5542,0.872,0.919
1528,8414907,K01134.01,,FALSE POSITIVE,100.3039228,1.256,8.702,29.55,0.3925,313,5055,0.772,0.8
1529,8414907,K01134.02,,FALSE POSITIVE,200.6110335,,7.13,,,,,,
1530,8397446,K01135.01,,FALSE POSITIVE,0.986620248,1.252,3.9722,43.98,0.0197,2308,6243,1.385,1.049
1531,8386035,K01136.01,,FALSE POSITIVE,1.63484631,,6.11,,,,,,
1532,8332986,K01137.01,,FALSE POSITIVE,302.3886782,1.134,3.1229,40.73,0.8341,238,5328,0.857,0.845
1533,8415745,K01138.01,,FALSE POSITIVE,31.82814583,1.276,2.917,35.8,0.1962,564,5908,0.92,0.993
1534,8378634,K01139.01,,FALSE POSITIVE,3.629442796,0.97,5.63,3.28,0.0487,1434,6506,1.217,1.171
1535,8397675,K01140.01,,CANDIDATE,0.553261874,1.246,0.8875,97.36,0.0145,3689,5679,3.142,1.325
1536,8346392,K01141.01,Kepler-777 b,CONFIRMED,5.72812616,0.22,2.0295,1.38,0.0519,569,3968,0.548,0.567
1537,8288947,K01142.01,Kepler-778 b,CONFIRMED,3.75574267,0.127,2.2911,1.58,0.0453,977,5311,0.788,0.884
1538,8312852,K01143.01,,FALSE POSITIVE,7.44042933,0.968,2.991,2.74,0.0739,883,5815,0.877,0.973
1539,8302450,K01144.01,,FALSE POSITIVE,2.44199803,0.856,2.759,1.44,0.0336,1282,5970,0.796,0.847
1540,8313667,K01145.01,,CANDIDATE,30.5872153,0.013,5.3698,2.32,0.1931,621,5944,1.082,1.024
1541,8351704,K01146.01,Kepler-779 b,CONFIRMED,7.09712124,0.05,2.1059,0.74,0.0533,425,3569,0.389,0.4
1542,8299955,K01147.01,,FALSE POSITIVE,2.6827683,0.769,2.957,1.19,0.0378,1551,6180,1.223,0.997
1543,8410727,K01148.01,Kepler-270 b,CONFIRMED,11.47609015,0.755,5.046,2.07,0.1045,984,6071,1.41,1.156
1544,8410727,K01148.02,Kepler-270 c,CONFIRMED,25.2630467,0.743,6.22,1.71,0.1769,756,6071,1.41,1.156
1545,8278371,K01150.01,Kepler-780 b,CONFIRMED,0.677374687,0.132,1.8361,0.9,0.015,2099,5718,1.037,0.974
1546,8280511,K01151.01,Kepler-271 b,CONFIRMED,10.43547031,0.174,3.4167,1.22,0.0881,759,5528,0.853,0.838
1547,8280511,K01151.02,Kepler-271 c,CONFIRMED,7.41084314,0.064,3.245,0.94,0.0702,850,5528,0.853,0.838
1548,8280511,K01151.03,Kepler-271 d,CONFIRMED,5.24970432,0.248,2.746,0.67,0.0558,954,5528,0.853,0.838
1549,8280511,K01151.04,,CANDIDATE,17.4532945,0.357,4.027,0.76,0.1242,639,5528,0.853,0.838
1550,8280511,K01151.05,,CANDIDATE,21.7203362,0.311,4.252,0.8,0.1437,594,5528,0.853,0.838
1551,10287248,K01152.01,,FALSE POSITIVE,4.722254104,0.506,3.451,14.45,0.0443,557,3801,0.488,0.517
1552,10351767,K01153.01,,FALSE POSITIVE,0.635069939,1.25,2.07171,57.77,0.015,2351,6340,1.058,1.106
1553,10295951,K01154.01,,CANDIDATE,6.810823723,0.57,7.98574,26.06,0.0798,1626,7226,2.079,1.461
1554,10342041,K01155.01,,FALSE POSITIVE,0.933746515,1.262,6.6522,25.54,0.0169,1508,5252,0.716,0.737
1555,10514770,K01156.01,,FALSE POSITIVE,1.872421727,0.917,1.5261,5.65,0.0271,1298,5337,0.825,0.76
1556,10342065,K01157.01,,FALSE POSITIVE,0.93374614,1.27,6.551,149.71,0.0228,3303,5438,4.319,1.807
1557,10352945,K01158.01,,FALSE POSITIVE,6.47179275,0.014,6.788,2.08,0.0699,1075,6341,1.033,1.083
1558,10354039,K01159.01,Kepler-1737 b,CONFIRMED,64.617518,0.9,5.796,5.4,0.297,383,5043,0.881,0.834
1559,10330115,K01160.01,Kepler-781 b,CONFIRMED,13.21409607,0.812,3.5641,2.77,0.1019,629,5333,0.728,0.813
1560,10426656,K01161.01,Kepler-272 c,CONFIRMED,6.05729966,0.219,3.7419,1.94,0.062,947,5334,1.004,0.865
1561,10426656,K01161.02,Kepler-272 d,CONFIRMED,10.93725572,0.866,3.0822,2.41,0.092,777,5334,1.004,0.865
1562,10426656,K01161.03,Kepler-272 b,CONFIRMED,2.97136658,0.349,2.716,1.52,0.0386,1200,5334,1.004,0.865
1563,10528068,K01162.01,Kepler-782 b,CONFIRMED,158.6850022,0.034,11.5372,3.08,0.5444,350,5751,1.034,0.852
1564,10468940,K01163.01,Kepler-273 b,CONFIRMED,2.936527336,0.524,1.771,1.92,0.0383,1209,5359,1.002,0.867
1565,10468940,K01163.02,Kepler-273 c,CONFIRMED,8.01500821,0.645,3.0137,2,0.0748,865,5359,1.002,0.867
1566,10341831,K01164.01,,FALSE POSITIVE,0.933749941,1.225,6.606,12.93,0.015,919,3682,0.48,0.512
1567,10337517,K01165.01,Kepler-783 c,CONFIRMED,7.053934488,0.899,1.7244,2.36,0.0684,840,5357,0.863,0.854
1568,10337517,K01165.02,Kepler-783 b,CONFIRMED,4.29263699,0.454,2.7,0.68,0.0491,991,5357,0.863,0.854
1569,10351231,K01166.01,Kepler-1738 b,CONFIRMED,7.6746614,0.939,1.9374,2.8,0.0781,957,6063,1.001,1.079
1570,10485179,K01167.01,,FALSE POSITIVE,0.445275074,0.639,2.276,1.21,0.0106,1950,5346,0.725,0.81
1571,10319385,K01169.01,,CANDIDATE,0.689210173,0.154,1.6169,1.32,0.0156,1943,5630,0.954,1.064
1572,10482160,K01170.01,Kepler-1739 b,CONFIRMED,7.34373964,0.185,1.1784,1.84,0.0697,839,5757,0.762,0.865
1573,10341913,K01172.01,,FALSE POSITIVE,0.933749106,0.736,4.256,3.22,0.0201,2863,6215,2.188,1.233
1574,10480921,K01173.01,,FALSE POSITIVE,2.037440623,0.715,3.442,1.19,0.0312,1572,6253,1.015,0.975
1575,10350571,K01175.01,Kepler-784 b,CONFIRMED,31.5925809,0.283,13.566,1.78,0.1967,688,5676,1.487,1.016
1576,10350571,K01175.02,Kepler-784 c,CONFIRMED,17.157236,0.238,11.284,1.55,0.1309,844,5676,1.487,1.016
1577,10350571,K01175.03,,FALSE POSITIVE,93.881556,0.008,20.644,2.02,0.4066,479,5676,1.487,1.016
1578,3749365,K01176.01,Kepler-785 b,CONFIRMED,1.97376085,0.337,1.82542,8.78,0.025,753,3807,0.503,0.534
1579,3547091,K01177.01,,FALSE POSITIVE,3.305577989,1.145,2.5903,25.89,0.0399,1027,5534,0.707,0.786
1580,3869825,K01178.01,,FALSE POSITIVE,4.800653901,0.785,9.0419,16.91,0.06,1347,6715,1.241,1.256
1581,3655332,K01179.01,,FALSE POSITIVE,15.06649901,1.018,5.9885,56.44,0.1206,932,5751,1.626,1.028
1582,4042026,K01180.01,,FALSE POSITIVE,34.82008158,0.663,11.1711,11.36,0.1894,459,5114,0.784,0.746
1583,3344419,K01181.01,,FALSE POSITIVE,0.651784374,1.224,2.0141,33.65,0.0146,2090,5555,1.061,0.975
1584,3865567,K01182.01,,FALSE POSITIVE,11.11620211,0.937,4.211,8.96,0.0998,853,6122,0.996,1.07
1585,3544689,K01183.01,,FALSE POSITIVE,1.922861499,0.943,3.5734,5.09,0.0306,1392,5778,0.911,1.028
1586,4037164,K01184.01,,FALSE POSITIVE,0.635445336,1.253,1.8592,19,0.0119,1177,3920,0.55,0.554
1587,3443790,K01185.01,,FALSE POSITIVE,1.665784138,1.27,1.8946,97.27,0.0306,2636,6261,2.789,1.378
1588,3966912,K01186.01,,FALSE POSITIVE,55.6639167,1.298,23.546,34.14,0.2751,434,5587,0.853,0.894
1589,3848972,K01187.01,,FALSE POSITIVE,0.741057213,1.26,1.05299,26.67,0.0152,1730,5496,0.776,0.869
1590,3860441,K01188.01,,FALSE POSITIVE,2.988085455,1.216,3.68,21.81,0.0392,1101,5497,0.809,0.907
1591,3765771,K01189.01,,FALSE POSITIVE,2.783883492,1.255,2.4546,67.17,0.0406,1934,6028,2.147,1.148
1592,3557341,K01190.01,,FALSE POSITIVE,0.393727296,1.228,3.02,23.05,0.0101,2216,5628,0.808,0.903
1593,3859628,K01191.01,Kepler-1740 b,CONFIRMED,8.17242644,0.926,3.902,3.29,0.0779,858,5705,0.905,0.943
1594,3644071,K01192.02,,FALSE POSITIVE,359.047933,0.002,16.637,7.76,0.9511,260,5609,1.048,0.889
1595,3942446,K01193.01,,CANDIDATE,119.0624882,0.968,3.1188,10.4,0.4328,366,5697,0.92,0.76
1596,3554031,K01194.01,Kepler-415 c,CONFIRMED,8.70798309,0.063,2.4904,2.01,0.0695,543,4362,0.554,0.59
1597,3554031,K01194.02,,FALSE POSITIVE,14.8623076,0.324,3.161,1.57,0.0993,454,4362,0.554,0.59
1598,3554031,K01194.03,Kepler-415 b,CONFIRMED,4.17634276,0.142,2.335,1.23,0.0426,694,4362,0.554,0.59
1599,3644523,K01195.01,,FALSE POSITIVE,119.67747,1.283,32.274,36.8,0.4832,379,6075,0.969,1.048
1600,3348082,K01196.01,,FALSE POSITIVE,3.98216698,0.775,2.396,3.32,0.0495,1374,5570,1.548,1.019
1601,3348082,K01196.02,Kepler-274 b,CONFIRMED,11.63486009,0.053,5.466,2.61,0.1011,961,5570,1.548,1.019
1602,3348082,K01196.03,Kepler-274 c,CONFIRMED,33.1981761,0.826,4.709,3.21,0.2034,678,5570,1.548,1.019
1603,3853673,K01197.01,,FALSE POSITIVE,0.643794198,1.193,1.5662,19.51,0.0142,2011,5958,0.83,0.917
1604,3447722,K01198.01,Kepler-275 c,CONFIRMED,16.08832318,0.648,5.731,3.42,0.1281,875,6157,1.33,1.08
1605,3447722,K01198.02,Kepler-275 b,CONFIRMED,10.30067919,0.004,4.885,2.2,0.0951,1015,6157,1.33,1.08
1606,3447722,K01198.03,Kepler-275 d,CONFIRMED,35.6757453,0.61,7.381,3.02,0.2178,671,6157,1.33,1.08
1607,3859079,K01199.01,Kepler-786 b,CONFIRMED,53.5292702,0.346,5.668,2.28,0.2548,348,4736,0.708,0.791
1608,4061149,K01201.01,Kepler-1741 b,CONFIRMED,2.757584622,0.093,0.9267,1.01,0.0296,615,3683,0.424,0.454
1609,3444588,K01202.01,Kepler-787 b,CONFIRMED,0.928310036,0.181,1.1899,1.16,0.0159,1115,4109,0.602,0.621
1610,3962243,K01203.01,Kepler-276 c,CONFIRMED,31.8841473,0.938,6.122,3.7,0.1994,563,5779,0.974,1.037
1611,3962243,K01203.02,Kepler-276 b,CONFIRMED,14.12847677,0.811,3.685,2.73,0.1159,739,5779,0.974,1.037
1612,3962243,K01203.03,Kepler-276 d,CONFIRMED,48.6478543,0.988,5.464,4.14,0.2642,489,5779,0.974,1.037
1613,3438507,K01204.01,Kepler-788 b,CONFIRMED,8.39842977,0.573,6.344,2,0.0835,984,6309,1.044,1.096
1614,3869014,K01205.01,Kepler-789 b,CONFIRMED,8.63847391,0.049,5.4566,5.99,0.0951,1419,5684,3.046,1.536
1615,3732821,K01207.01,Kepler-790 b,CONFIRMED,13.73474071,0.941,2.769,2.71,0.101,634,5196,0.772,0.726
1616,3962357,K01210.01,Kepler-791 b,CONFIRMED,14.55387488,0.955,6.973,3.45,0.1256,939,6143,1.507,1.246
1617,3858704,K01211.01,,FALSE POSITIVE,3.00363219,0.727,3.732,1.43,0.0414,1571,6309,1.32,1.046
1618,3749134,K01212.01,Kepler-792 b,CONFIRMED,11.30123036,0.117,4.022,1.85,0.0988,852,5730,1.122,1.005
1619,3556220,K01213.01,,FALSE POSITIVE,0.796722833,0.601,2.4551,1.44,0.016,2401,5959,1.334,0.858
1620,3660924,K01214.01,Kepler-793 b,CONFIRMED,4.24153629,0.257,2.971,1.44,0.0491,1177,5776,1.047,0.875
1621,3939150,K01215.01,Kepler-277 b,CONFIRMED,17.32419108,0.764,8.045,3.14,0.1385,964,5968,1.857,1.179
1622,3939150,K01215.02,Kepler-277 c,CONFIRMED,33.0063185,0.39,7.118,3.13,0.2129,778,5968,1.857,1.179
1623,3839488,K01216.01,Kepler-794 b,CONFIRMED,11.13127159,0.01,4.2372,2.06,0.1036,952,5800,1.435,1.195
1624,3542588,K01217.01,,FALSE POSITIVE,3.47143963,0.719,3.663,1.19,0.0471,1358,6341,1.111,1.154
1625,3442055,K01218.01,Kepler-795 b,CONFIRMED,29.6193891,0.046,4.9595,1.74,0.1817,580,5618,0.996,0.911
1626,4043190,K01220.01,Kepler-796 b,CONFIRMED,6.40087137,0.861,2.5561,1.91,0.0662,1109,5426,1.421,0.943
1627,3640905,K01221.01,Kepler-278 b,CONFIRMED,30.1599411,0.802,7.874,4.54,0.213,836,5010,3.051,1.414
1628,3640905,K01221.02,Kepler-278 c,CONFIRMED,51.0771048,0.498,11.233,3.66,0.3027,702,5010,3.051,1.414
1629,6613006,K01223.01,,FALSE POSITIVE,7.388833611,0.799,5.62857,10.66,0.0724,877,5845,0.838,0.926
1630,6606653,K01224.01,,FALSE POSITIVE,2.698021895,1.3,23.192,52.51,0.0406,1582,6568,1.211,1.229
1631,6620003,K01225.01,,FALSE POSITIVE,1.714274727,1.182,2.06728,25,0.0229,827,3874,0.535,0.541
1632,6621116,K01226.01,,FALSE POSITIVE,137.759605,0.776,9.1713,49.52,0.5108,396,5323,1.452,0.934
1633,6629332,K01227.01,,FALSE POSITIVE,2.155278342,0.926,2.1064,16.89,0.0316,1272,5665,0.82,0.916
1634,6387450,K01228.01,,FALSE POSITIVE,3.661326482,0.812,2.5714,12.07,0.042,1023,5319,0.798,0.737
1635,6470149,K01230.01,,CANDIDATE,165.739861,0.263,24.9393,57.54,0.7004,692,5019,6.836,1.663
1636,6462874,K01231.01,,FALSE POSITIVE,22.34293693,0.001,7.0813,2.92,0.1284,399,4260,0.58,0.565
1637,6462874,K01231.02,,FALSE POSITIVE,10.42360821,0.001,5.404,1.67,0.0772,515,4260,0.58,0.565
1638,6665223,K01232.01,,FALSE POSITIVE,119.4081716,0.915,9.3537,16.26,0.4466,328,5316,0.872,0.834
1639,6665223,K01232.02,,FALSE POSITIVE,419.9750784,0.68,12.1687,1.53,1.0328,215,5316,0.872,0.834
1640,6545358,K01233.01,,FALSE POSITIVE,1.171536413,0.973,1.5878,7.12,0.025,2387,7021,1.485,1.514
1641,6390824,K01234.01,,FALSE POSITIVE,0.973547911,1.097,2.2858,11.52,0.0189,1814,6084,0.863,0.944
1642,6546528,K01235.01,,FALSE POSITIVE,3.053563251,1.208,3.2551,21.79,0.0407,1171,5764,0.863,0.959
1643,6677841,K01236.01,Kepler-279 c,CONFIRMED,35.7353616,0.878,8.491,5.47,0.2236,774,6366,1.697,1.164
1644,6677841,K01236.02,Kepler-279 b,CONFIRMED,12.30971679,0.847,6.74,3.82,0.1099,1104,6366,1.697,1.164
1645,6677841,K01236.04,,CANDIDATE,98.353149,0.906,24.708,4.13,0.439,552,6366,1.697,1.164
1646,6531491,K01237.01,,FALSE POSITIVE,14.32407216,1.292,4.6577,38.86,0.1199,782,6022,1.039,1.116
1647,6383821,K01238.01,Kepler-797 b,CONFIRMED,27.07237655,0.015,6.9592,2.18,0.181,605,5936,0.965,1.075
1648,6607286,K01239.01,,CANDIDATE,0.783276173,0.041,1.6735,1.98,0.0165,2149,5640,1.233,0.979
1649,6607286,K01239.02,,CANDIDATE,3.17405898,0.422,2.3156,2.09,0.042,1348,5640,1.233,0.979
1650,6690082,K01240.01,Kepler-280 b,CONFIRMED,2.1395563,0.368,2.0678,1.76,0.0317,1425,5534,1.08,0.926
1651,6690082,K01240.02,Kepler-280 c,CONFIRMED,4.807103254,0.94,0.9393,2.96,0.0544,1088,5534,1.08,0.926
1652,6448890,K01241.01,Kepler-56 c,CONFIRMED,21.4054422,0.943,11.721,11.64,0.1681,1087,4838,4.361,1.381
1653,6448890,K01241.02,Kepler-56 b,CONFIRMED,10.5007712,0.034,14.522,5.68,0.1046,1378,4838,4.361,1.381
1654,6607447,K01242.01,,CANDIDATE,99.6442783,0.966,5.1772,8.48,0.4283,415,6102,1.016,1.049
1655,6677256,K01243.01,,FALSE POSITIVE,3.125814002,0.506,1.7895,1.88,0.0436,1460,6358,1.181,1.125
1656,6692833,K01244.01,,FALSE POSITIVE,10.80487163,0.207,2.7215,1.71,0.098,857,6092,0.998,1.074
1657,6693640,K01245.01,Kepler-798 b,CONFIRMED,13.71938426,0.022,5.5677,1.98,0.1174,864,6387,1.105,1.145
1658,6441738,K01246.01,,CANDIDATE,19.03723442,0.033,3.3882,5.74,0.1404,1051,5248,2.892,1.017
1659,8801343,K01247.01,,FALSE POSITIVE,2.73987398,0.703,4.15886,34.83,0.0419,2113,6520,2.26,1.3
1660,8488878,K01248.01,,FALSE POSITIVE,5.801880653,0.773,4.2608,19.91,0.0626,964,5845,0.874,0.968
1661,8560285,K01249.01,,FALSE POSITIVE,85.34092607,12.773,10.6141,1177.65,0.3768,409,6004,0.898,0.978
1662,8620565,K01250.01,,FALSE POSITIVE,0.782045734,1.244,1.7945,45.05,0.0169,2070,6113,0.995,1.044
1663,8616873,K01251.01,,FALSE POSITIVE,0.576078683,1.113,1.63253,23.23,0.0131,1982,5693,0.816,0.911
1664,8737796,K01252.01,,FALSE POSITIVE,0.885747456,1.205,4.4788,269.98,0.0248,4958,5487,10.396,2.581
1665,8462258,K01253.01,,FALSE POSITIVE,3.611541977,1.254,8.6068,28.07,0.0419,1005,5203,0.802,0.75
1666,8454250,K01254.01,,CANDIDATE,5.082722475,0.019,5.9139,4.4,0.058,1059,5780,1,1
1667,8494263,K01255.01,,FALSE POSITIVE,78.9257421,0.359,7.5193,11.9,0.3578,398,5750,0.882,0.98
1668,8848271,K01256.01,,FALSE POSITIVE,9.991625291,1.256,3.8552,38.93,0.0894,907,5874,1.096,0.954
1669,8751933,K01257.01,Kepler-420 b,CONFIRMED,86.64764448,0,4.2326,9.4,0.3786,419,5522,1.12,0.963
1670,8630788,K01258.01,Kepler-281 c,CONFIRMED,36.33750453,0.825,7.06,5.3,0.2137,513,5717,0.884,0.984
1671,8630788,K01258.02,Kepler-281 b,CONFIRMED,14.64613058,0.561,5.688,2.22,0.1166,694,5717,0.884,0.984
1672,8630788,K01258.03,Kepler-281 d,CONFIRMED,148.272013,0.883,4.192,4.3,0.5456,321,5717,0.884,0.984
1673,8823426,K01259.01,,FALSE POSITIVE,1.506507172,1.226,4.5346,13.4,0.0202,801,3755,0.473,0.485
1674,8766222,K01260.01,,FALSE POSITIVE,5.2972293,0.022,3.799,47.7,0.0726,2867,4631,14.296,1.812
1675,8678594,K01261.01,Kepler-799 b,CONFIRMED,133.460999,0.249,11.4997,11.21,0.5167,433,5588,1.593,1.031
1676,8678594,K01261.02,Kepler-799 c,CONFIRMED,15.19423359,0.906,3.106,3.69,0.1214,893,5588,1.593,1.031
1677,8703884,K01262.01,,FALSE POSITIVE,14.17098745,0.041,3.4804,4.19,0.1068,608,5107,0.777,0.807
1678,8560840,K01263.01,,FALSE POSITIVE,31.9734169,1.24,13.262,24.1,0.1876,442,4931,0.774,0.865
1679,8612847,K01264.01,Kepler-800 b,CONFIRMED,14.13175309,0.848,4.0136,3.02,0.1106,675,5616,0.822,0.907
1680,8552583,K01265.01,,FALSE POSITIVE,1.061934816,1.25,3.2551,25.72,0.0202,1660,5730,0.87,0.968
1681,8547140,K01266.01,Kepler-801 b,CONFIRMED,11.41926141,0.242,3.9908,1.48,0.0795,419,3823,0.492,0.513
1682,8519253,K01267.01,,FALSE POSITIVE,5.93821065,1.646,2.5128,61.63,0.0626,996,6123,0.85,0.924
1683,8813698,K01268.01,,CANDIDATE,268.9410974,0.765,5.4434,13.57,0.8272,321,5798,1.306,1.041
1684,8757910,K01269.01,,FALSE POSITIVE,0.655001616,1.121,1.8136,31.77,0.0168,3162,6426,2.089,1.466
1685,8564587,K01270.01,Kepler-57 b,CONFIRMED,5.729317577,0.597,1.1816,2.41,0.06,850,5320,0.786,0.882
1686,8564587,K01270.02,Kepler-57 c,CONFIRMED,11.60908533,0.03,2.2603,1.71,0.096,671,5320,0.786,0.882
1687,8631160,K01271.01,,CANDIDATE,162.0479502,0.663,9.8974,11.52,0.6344,437,6309,1.567,1.294
1688,8806072,K01273.01,Kepler-802 b,CONFIRMED,40.05881661,0.819,5.595,3.43,0.2265,489,5668,0.868,0.963
1689,8583696,K01275.01,Kepler-803 b,CONFIRMED,50.28635977,0.018,6.3212,3.88,0.2678,543,5900,1.167,1.012
1690,8804283,K01276.01,Kepler-1991 c,CONFIRMED,22.79020351,0.036,5.0394,2.57,0.1528,634,5478,1.053,0.914
1691,8804283,K01276.02,Kepler-1991 b,CONFIRMED,13.26079792,0.22,3.912,1.47,0.1065,760,5478,1.053,0.914
1692,8552565,K01277.01,,FALSE POSITIVE,1.061932545,0.713,2.1429,2.29,0.0215,2508,6134,1.851,1.179
1693,8609450,K01278.01,Kepler-282 d,CONFIRMED,24.8056775,0.007,6.148,2.16,0.154,588,5600,0.872,0.793
1694,8609450,K01278.02,Kepler-282 e,CONFIRMED,44.3471936,0.273,6.43,2.45,0.2269,484,5600,0.872,0.793
1695,8609450,K01278.03,Kepler-282 b,CONFIRMED,9.2207691,0.037,4.907,1.02,0.0796,817,5600,0.872,0.793
1696,8609450,K01278.04,Kepler-282 c,CONFIRMED,13.6396648,0.105,5.425,1.1,0.1034,717,5600,0.872,0.793
1697,8609450,K01278.05,,FALSE POSITIVE,203.250506,0.336,9.81,1.35,0.626,292,5600,0.872,0.793
1698,8628758,K01279.01,Kepler-804 b,CONFIRMED,14.37457572,0.035,4.7892,1.94,0.1137,779,5768,1.067,0.946
1699,8628758,K01279.02,Kepler-804 c,CONFIRMED,9.65188331,0.122,4.296,1.08,0.0872,890,5768,1.067,0.946
1700,8509361,K01280.01,,FALSE POSITIVE,6.0990118,0.688,3.6112,3.16,0.067,1374,5743,1.971,1.077
1701,8742590,K01281.01,Kepler-1742 b,CONFIRMED,49.4781446,0.048,2.493,1.88,0.2587,462,5776,0.849,0.939
1702,8822366,K01282.01,Kepler-805 b,CONFIRMED,30.8639476,0.907,8.864,3.01,0.1978,743,5977,1.571,1.081
1703,8700771,K01283.01,Kepler-806 b,CONFIRMED,8.0922105,0.951,5.7696,1.44,0.0764,1089,5774,1.395,0.907
1704,10960993,K01284.01,,FALSE POSITIVE,3.117087797,1.255,3.06941,88.51,0.0471,1842,6338,2.046,1.434
1705,10879208,K01286.01,,FALSE POSITIVE,0.668483615,1.269,2.0909,29.53,0.0145,1832,5546,0.81,0.907
1706,10843203,K01287.01,,FALSE POSITIVE,4.429633087,1.264,3.0257,32.12,0.0498,950,5344,0.809,0.837
1707,10790387,K01288.01,Kepler-807 b,CONFIRMED,117.931108,0.615,5.8796,10.36,0.4884,418,6392,1.072,1.116
1708,10748393,K01289.01,,FALSE POSITIVE,4.887806806,0.561,2.4078,5.71,0.0524,918,5284,0.812,0.804
1709,10748393,K01289.02,,FALSE POSITIVE,386.39833,0.287,8.519,2.2,0.9651,214,5284,0.812,0.804
1710,10874226,K01290.01,,FALSE POSITIVE,11.97360504,1.3,4.3117,38.2,0.1031,820,6146,0.943,1.02
1711,10661771,K01291.01,,FALSE POSITIVE,1.231364189,0.995,5.8574,5.39,0.0207,1707,5897,0.891,0.778
1712,10924853,K01292.01,,FALSE POSITIVE,2.102416517,1.236,1.7684,29.29,0.0326,1435,5999,0.959,1.045
1713,10874926,K01293.01,,FALSE POSITIVE,11.7031093,1.279,2.0467,37.3,0.1024,811,6014,0.958,1.043
1714,10549562,K01294.01,,FALSE POSITIVE,9.08937826,0.982,6.255,5.35,0.0924,1104,6739,1.275,1.283
1715,10666230,K01295.01,,FALSE POSITIVE,1.577800747,1.332,2.1626,31.24,0.0253,1513,6089,0.802,0.862
1716,10971674,K01296.01,,CANDIDATE,2.380862632,0.664,4.20416,21.65,0.034,1480,5821,1.129,0.922
1717,10676923,K01297.01,,FALSE POSITIVE,1.031096352,0.979,2.781,2.36,0.0207,2020,6371,1.072,1.117
1718,10604335,K01298.01,Kepler-283 b,CONFIRMED,11.00817635,0.025,2.013,2.15,0.0816,488,4141,0.582,0.596
1719,10604335,K01298.02,Kepler-283 c,CONFIRMED,92.7495777,0.019,5.506,1.87,0.3378,240,4141,0.582,0.596
1720,10864656,K01299.01,Kepler-432 b,CONFIRMED,52.5008645,0.11,14.9066,12.41,0.3035,812,4976,4.157,1.352
1721,10975146,K01300.01,Kepler-808 b,CONFIRMED,0.63133171,0.726,1.1487,1.2,0.0116,1322,4441,0.53,0.526
1722,10538176,K01301.01,Kepler-284 b,CONFIRMED,12.69905011,0.663,2.9899,2.62,0.1019,686,5291,0.882,0.875
1723,10538176,K01301.02,Kepler-284 c,CONFIRMED,37.5142128,0.366,5.303,2.68,0.2099,478,5291,0.882,0.875
1724,10724369,K01302.01,Kepler-809 b,CONFIRMED,55.6391882,0.811,7.316,3.13,0.2901,478,5949,0.962,1.05
1725,10867062,K01303.01,,CANDIDATE,34.2966363,0.711,19.718,3.29,0.2003,584,5490,1.167,0.911
1726,10744335,K01304.01,Kepler-810 b,CONFIRMED,4.59726613,0.033,2.909,1.69,0.055,1105,5999,0.959,1.045
1727,10730034,K01305.01,Kepler-285 b,CONFIRMED,2.633852528,0.204,2.0206,1.38,0.0349,1131,5114,0.878,0.817
1728,10730034,K01305.02,Kepler-285 c,CONFIRMED,6.18670882,0.013,2.909,1.21,0.0617,851,5114,0.878,0.817
1729,10858691,K01306.01,Kepler-286 b,CONFIRMED,1.796320953,0.015,1.9139,1.2,0.0268,1367,5576,0.829,0.8
1730,10858691,K01306.02,Kepler-286 c,CONFIRMED,3.468073,0.143,2.361,1.29,0.0416,1098,5576,0.829,0.8
1731,10858691,K01306.03,Kepler-286 d,CONFIRMED,5.9142668,0.04,2.661,1.31,0.0594,919,5576,0.829,0.8
1732,10858691,K01306.04,Kepler-286 e,CONFIRMED,29.2214959,0.779,4.014,1.81,0.1723,539,5576,0.829,0.8
1733,10973814,K01307.01,Kepler-287 c,CONFIRMED,44.8520997,0.807,3.5729,3.35,0.2409,513,5514,1.071,0.926
